id	form	gloss	pos	root	root_gloss	deriv	morphemes
ACT-013.deka	bebadeka	place for 'carry'	noun	beba	carry	place	beba+de+ka
ACT-013.tato	bebatato	to make/cause to 'carry'	verb	beba	carry	causative	beba+ta+to
ACT-013.pito	bebapito	to begin to 'carry'	verb	beba	carry	inchoative	beba+pi+to
ACT-013.takika	bebatakika	one who makes/causes 'carry'; instigator of 'carry'	noun	beba	carry	causative-agent	beba+ta+ki+ka
ACT-013.taboka	bebataboka	what is brought about by 'carry'	noun	beba	carry	causative-result	beba+ta+bo+ka
ACT-013.kideka	bebakideka	place of the one who 'carry's	noun	beba	carry	agent-place	beba+ki+de+ka
ACT-014.to	letato	to 'put'	verb	leta	put	verb	leta+to
ACT-014.ka	letaka	act of 'put'; a 'put'	noun	leta	put	noun	leta+ka
ACT-014.pe	letape	'put'-ing	modifier	leta	put	modifier	leta+pe
ACT-014.kika	letakika	one who 'put's; 'put'-er	noun	leta	put	agent	leta+ki+ka
ACT-014.tuka	letatuka	tool/means for 'put'	noun	leta	put	instrument	leta+tu+ka
ACT-014.boka	letaboka	thing 'put'-ed; result of 'put'	noun	leta	put	patient/result	leta+bo+ka
ACT-014.deka	letadeka	place for 'put'	noun	leta	put	place	leta+de+ka
ACT-014.tato	letatato	to make/cause to 'put'	verb	leta	put	causative	leta+ta+to
ACT-014.pito	letapito	to begin to 'put'	verb	leta	put	inchoative	leta+pi+to
ACT-014.takika	letatakika	one who makes/causes 'put'; instigator of 'put'	noun	leta	put	causative-agent	leta+ta+ki+ka
ACT-014.taboka	letataboka	what is brought about by 'put'	noun	leta	put	causative-result	leta+ta+bo+ka
ACT-014.kideka	letakideka	place of the one who 'put's	noun	leta	put	agent-place	leta+ki+de+ka
ACT-015.to	nageluto	to 'throw'	verb	nagelu	throw	verb	nagelu+to
ACT-015.ka	nageluka	act of 'throw'; a 'throw'	noun	nagelu	throw	noun	nagelu+ka
ACT-015.pe	nagelupe	'throw'-ing	modifier	nagelu	throw	modifier	nagelu+pe
ACT-015.kika	nagelukika	one who 'throw's; 'throw'-er	noun	nagelu	throw	agent	nagelu+ki+ka
ACT-015.tuka	nagelutuka	tool/means for 'throw'	noun	nagelu	throw	instrument	nagelu+tu+ka
ACT-015.boka	nageluboka	thing 'throw'-ed; result of 'throw'	noun	nagelu	throw	patient/result	nagelu+bo+ka
ACT-015.deka	nageludeka	place for 'throw'	noun	nagelu	throw	place	nagelu+de+ka
ACT-015.tato	nagelutato	to make/cause to 'throw'	verb	nagelu	throw	causative	nagelu+ta+to
ACT-015.pito	nagelupito	to begin to 'throw'	verb	nagelu	throw	inchoative	nagelu+pi+to
ACT-015.takika	nagelutakika	one who makes/causes 'throw'; instigator of 'throw'	noun	nagelu	throw	causative-agent	nagelu+ta+ki+ka
ACT-015.taboka	nagelutaboka	what is brought about by 'throw'	noun	nagelu	throw	causative-result	nagelu+ta+bo+ka
ACT-015.kideka	nagelukideka	place of the one who 'throw's	noun	nagelu	throw	agent-place	nagelu+ki+de+ka
ACT-017.to	mawaluto	to 'turn'	verb	mawalu	turn	verb	mawalu+to
ACT-017.ka	mawaluka	act of 'turn'; a 'turn'	noun	mawalu	turn	noun	mawalu+ka
ACT-017.pe	mawalupe	'turn'-ing	modifier	mawalu	turn	modifier	mawalu+pe
ACT-017.kika	mawalukika	one who 'turn's; 'turn'-er	noun	mawalu	turn	agent	mawalu+ki+ka
ACT-017.tuka	mawalutuka	tool/means for 'turn'	noun	mawalu	turn	instrument	mawalu+tu+ka
ACT-017.boka	mawaluboka	thing 'turn'-ed; result of 'turn'	noun	mawalu	turn	patient/result	mawalu+bo+ka
ACT-017.deka	mawaludeka	place for 'turn'	noun	mawalu	turn	place	mawalu+de+ka
ACT-017.tato	mawalutato	to make/cause to 'turn'	verb	mawalu	turn	causative	mawalu+ta+to
ACT-017.pito	mawalupito	to begin to 'turn'	verb	mawalu	turn	inchoative	mawalu+pi+to
ACT-017.takika	mawalutakika	one who makes/causes 'turn'; instigator of 'turn'	noun	mawalu	turn	causative-agent	mawalu+ta+ki+ka
ACT-017.taboka	mawalutaboka	what is brought about by 'turn'	noun	mawalu	turn	causative-result	mawalu+ta+bo+ka
ACT-017.kideka	mawalukideka	place of the one who 'turn's	noun	mawalu	turn	agent-place	mawalu+ki+de+ka
ACT-018.to	gelato	to 'move'	verb	gela	move	verb	gela+to
ACT-018.ka	gelaka	act of 'move'; a 'move'	noun	gela	move	noun	gela+ka
ACT-018.pe	gelape	'move'-ing	modifier	gela	move	modifier	gela+pe
ACT-018.kika	gelakika	one who 'move's; 'move'-er	noun	gela	move	agent	gela+ki+ka
ACT-018.tuka	gelatuka	tool/means for 'move'	noun	gela	move	instrument	gela+tu+ka
ACT-018.boka	gelaboka	thing 'move'-ed; result of 'move'	noun	gela	move	patient/result	gela+bo+ka
ACT-018.deka	geladeka	place for 'move'	noun	gela	move	place	gela+de+ka
ACT-018.tato	gelatato	to make/cause to 'move'	verb	gela	move	causative	gela+ta+to
ACT-018.pito	gelapito	to begin to 'move'	verb	gela	move	inchoative	gela+pi+to
ACT-018.takika	gelatakika	one who makes/causes 'move'; instigator of 'move'	noun	gela	move	causative-agent	gela+ta+ki+ka
ACT-018.taboka	gelataboka	what is brought about by 'move'	noun	gela	move	causative-result	gela+ta+bo+ka
ACT-018.kideka	gelakideka	place of the one who 'move's	noun	gela	move	agent-place	gela+ki+de+ka
ACT-019.to	bukato	to 'open'	verb	buka	open	verb	buka+to
ACT-019.pe	bukape	'open'-ing	modifier	buka	open	modifier	buka+pe
ACT-019.kika	bukakika	one who 'open's; 'open'-er	noun	buka	open	agent	buka+ki+ka
ACT-019.tuka	bukatuka	tool/means for 'open'	noun	buka	open	instrument	buka+tu+ka
ACT-019.boka	bukaboka	thing 'open'-ed; result of 'open'	noun	buka	open	patient/result	buka+bo+ka
ACT-019.deka	bukadeka	place for 'open'	noun	buka	open	place	buka+de+ka
ACT-019.tato	bukatato	to make/cause to 'open'	verb	buka	open	causative	buka+ta+to
ACT-019.pito	bukapito	to begin to 'open'	verb	buka	open	inchoative	buka+pi+to
ACT-019.takika	bukatakika	one who makes/causes 'open'; instigator of 'open'	noun	buka	open	causative-agent	buka+ta+ki+ka
ACT-019.taboka	bukataboka	what is brought about by 'open'	noun	buka	open	causative-result	buka+ta+bo+ka
ACT-019.kideka	bukakideka	place of the one who 'open's	noun	buka	open	agent-place	buka+ki+de+ka
ACT-023.to	tatakuto	to 'hit / strike'	verb	tataku	hit / strike	verb	tataku+to
ACT-023.ka	tatakuka	act of 'hit / strike'; a 'hit / strike'	noun	tataku	hit / strike	noun	tataku+ka
ACT-023.pe	tatakupe	'hit / strike'-ing	modifier	tataku	hit / strike	modifier	tataku+pe
ACT-023.kika	tatakukika	one who 'hit / strike's; 'hit / strike'-er	noun	tataku	hit / strike	agent	tataku+ki+ka
ACT-023.tuka	tatakutuka	tool/means for 'hit / strike'	noun	tataku	hit / strike	instrument	tataku+tu+ka
ACT-023.boka	tatakuboka	thing 'hit / strike'-ed; result of 'hit / strike'	noun	tataku	hit / strike	patient/result	tataku+bo+ka
ACT-023.deka	tatakudeka	place for 'hit / strike'	noun	tataku	hit / strike	place	tataku+de+ka
ACT-023.tato	tatakutato	to make/cause to 'hit / strike'	verb	tataku	hit / strike	causative	tataku+ta+to
ACT-023.pito	tatakupito	to begin to 'hit / strike'	verb	tataku	hit / strike	inchoative	tataku+pi+to
ACT-023.takika	tatakutakika	one who makes/causes 'hit / strike'; instigator of 'hit / strike'	noun	tataku	hit / strike	causative-agent	tataku+ta+ki+ka
ACT-023.taboka	tatakutaboka	what is brought about by 'hit / strike'	noun	tataku	hit / strike	causative-result	tataku+ta+bo+ka
ACT-023.kideka	tatakukideka	place of the one who 'hit / strike's	noun	tataku	hit / strike	agent-place	tataku+ki+de+ka
ACT-024.to	dolonto	to 'push'	verb	dolon	push	verb	dolon+to
ACT-024.ka	dolonka	act of 'push'; a 'push'	noun	dolon	push	noun	dolon+ka
ACT-024.pe	dolonpe	'push'-ing	modifier	dolon	push	modifier	dolon+pe
ACT-024.kika	dolonkika	one who 'push's; 'push'-er	noun	dolon	push	agent	dolon+ki+ka
ACT-024.tuka	dolontuka	tool/means for 'push'	noun	dolon	push	instrument	dolon+tu+ka
ACT-024.boka	dolonboka	thing 'push'-ed; result of 'push'	noun	dolon	push	patient/result	dolon+bo+ka
ACT-024.deka	dolondeka	place for 'push'	noun	dolon	push	place	dolon+de+ka
ACT-024.tato	dolontato	to make/cause to 'push'	verb	dolon	push	causative	dolon+ta+to
ACT-024.pito	dolonpito	to begin to 'push'	verb	dolon	push	inchoative	dolon+pi+to
ACT-024.takika	dolontakika	one who makes/causes 'push'; instigator of 'push'	noun	dolon	push	causative-agent	dolon+ta+ki+ka
ACT-024.taboka	dolontaboka	what is brought about by 'push'	noun	dolon	push	causative-result	dolon+ta+bo+ka
ACT-024.kideka	dolonkideka	place of the one who 'push's	noun	dolon	push	agent-place	dolon+ki+de+ka
ACT-025.to	talito	to 'pull'	verb	tali	pull	verb	tali+to
ACT-025.ka	talika	act of 'pull'; a 'pull'	noun	tali	pull	noun	tali+ka
ACT-025.pe	talipe	'pull'-ing	modifier	tali	pull	modifier	tali+pe
ACT-025.kika	talikika	one who 'pull's; 'pull'-er	noun	tali	pull	agent	tali+ki+ka
ACT-025.tuka	talituka	tool/means for 'pull'	noun	tali	pull	instrument	tali+tu+ka
ACT-025.boka	taliboka	thing 'pull'-ed; result of 'pull'	noun	tali	pull	patient/result	tali+bo+ka
ACT-025.deka	talideka	place for 'pull'	noun	tali	pull	place	tali+de+ka
ACT-025.tato	talitato	to make/cause to 'pull'	verb	tali	pull	causative	tali+ta+to
ACT-025.pito	talipito	to begin to 'pull'	verb	tali	pull	inchoative	tali+pi+to
ACT-025.takika	talitakika	one who makes/causes 'pull'; instigator of 'pull'	noun	tali	pull	causative-agent	tali+ta+ki+ka
ACT-025.taboka	talitaboka	what is brought about by 'pull'	noun	tali	pull	causative-result	tali+ta+bo+ka
ACT-025.kideka	talikideka	place of the one who 'pull's	noun	tali	pull	agent-place	tali+ki+de+ka
ACT-026.to	fungato	to 'tie / bind'	verb	funga	tie / bind	verb	funga+to
ACT-026.ka	fungaka	act of 'tie / bind'; a 'tie / bind'	noun	funga	tie / bind	noun	funga+ka
ACT-026.pe	fungape	'tie / bind'-ing	modifier	funga	tie / bind	modifier	funga+pe
ACT-026.kika	fungakika	one who 'tie / bind's; 'tie / bind'-er	noun	funga	tie / bind	agent	funga+ki+ka
ACT-026.tuka	fungatuka	tool/means for 'tie / bind'	noun	funga	tie / bind	instrument	funga+tu+ka
ACT-026.boka	fungaboka	thing 'tie / bind'-ed; result of 'tie / bind'	noun	funga	tie / bind	patient/result	funga+bo+ka
ACT-026.deka	fungadeka	place for 'tie / bind'	noun	funga	tie / bind	place	funga+de+ka
ACT-026.tato	fungatato	to make/cause to 'tie / bind'	verb	funga	tie / bind	causative	funga+ta+to
ACT-026.pito	fungapito	to begin to 'tie / bind'	verb	funga	tie / bind	inchoative	funga+pi+to
ACT-026.takika	fungatakika	one who makes/causes 'tie / bind'; instigator of 'tie / bind'	noun	funga	tie / bind	causative-agent	funga+ta+ki+ka
ACT-026.taboka	fungataboka	what is brought about by 'tie / bind'	noun	funga	tie / bind	causative-result	funga+ta+bo+ka
ACT-026.kideka	fungakideka	place of the one who 'tie / bind's	noun	funga	tie / bind	agent-place	funga+ki+de+ka
ACT-027.to	ohato	to 'wash'	verb	oha	wash	verb	oha+to
ACT-027.ka	ohaka	act of 'wash'; a 'wash'	noun	oha	wash	noun	oha+ka
ACT-027.pe	ohape	'wash'-ing	modifier	oha	wash	modifier	oha+pe
ACT-027.kika	ohakika	one who 'wash's; 'wash'-er	noun	oha	wash	agent	oha+ki+ka
ACT-027.tuka	ohatuka	tool/means for 'wash'	noun	oha	wash	instrument	oha+tu+ka
ACT-027.boka	ohaboka	thing 'wash'-ed; result of 'wash'	noun	oha	wash	patient/result	oha+bo+ka
ACT-027.deka	ohadeka	place for 'wash'	noun	oha	wash	place	oha+de+ka
ACT-027.tato	ohatato	to make/cause to 'wash'	verb	oha	wash	causative	oha+ta+to
ACT-027.pito	ohapito	to begin to 'wash'	verb	oha	wash	inchoative	oha+pi+to
ACT-027.takika	ohatakika	one who makes/causes 'wash'; instigator of 'wash'	noun	oha	wash	causative-agent	oha+ta+ki+ka
ACT-027.taboka	ohataboka	what is brought about by 'wash'	noun	oha	wash	causative-result	oha+ta+bo+ka
ACT-027.kideka	ohakideka	place of the one who 'wash's	noun	oha	wash	agent-place	oha+ki+de+ka
ACT-028.to	gosoto	to 'rub'	verb	goso	rub	verb	goso+to
ACT-028.ka	gosoka	act of 'rub'; a 'rub'	noun	goso	rub	noun	goso+ka
ACT-028.pe	gosope	'rub'-ing	modifier	goso	rub	modifier	goso+pe
ACT-028.kika	gosokika	one who 'rub's; 'rub'-er	noun	goso	rub	agent	goso+ki+ka
ACT-028.tuka	gosotuka	tool/means for 'rub'	noun	goso	rub	instrument	goso+tu+ka
ACT-028.boka	gosoboka	thing 'rub'-ed; result of 'rub'	noun	goso	rub	patient/result	goso+bo+ka
ACT-028.deka	gosodeka	place for 'rub'	noun	goso	rub	place	goso+de+ka
ACT-028.tato	gosotato	to make/cause to 'rub'	verb	goso	rub	causative	goso+ta+to
ACT-028.pito	gosopito	to begin to 'rub'	verb	goso	rub	inchoative	goso+pi+to
ACT-028.takika	gosotakika	one who makes/causes 'rub'; instigator of 'rub'	noun	goso	rub	causative-agent	goso+ta+ki+ka
ACT-028.taboka	gosotaboka	what is brought about by 'rub'	noun	goso	rub	causative-result	goso+ta+bo+ka
ACT-028.kideka	gosokideka	place of the one who 'rub's	noun	goso	rub	agent-place	goso+ki+de+ka
ACT-029.to	holuto	to 'dig'	verb	holu	dig	verb	holu+to
ACT-029.ka	holuka	act of 'dig'; a 'dig'	noun	holu	dig	noun	holu+ka
ACT-029.pe	holupe	'dig'-ing	modifier	holu	dig	modifier	holu+pe
ACT-029.kika	holukika	one who 'dig's; 'dig'-er	noun	holu	dig	agent	holu+ki+ka
ACT-029.tuka	holutuka	tool/means for 'dig'	noun	holu	dig	instrument	holu+tu+ka
ACT-029.boka	holuboka	thing 'dig'-ed; result of 'dig'	noun	holu	dig	patient/result	holu+bo+ka
ACT-029.deka	holudeka	place for 'dig'	noun	holu	dig	place	holu+de+ka
ACT-029.tato	holutato	to make/cause to 'dig'	verb	holu	dig	causative	holu+ta+to
ACT-029.pito	holupito	to begin to 'dig'	verb	holu	dig	inchoative	holu+pi+to
ACT-029.takika	holutakika	one who makes/causes 'dig'; instigator of 'dig'	noun	holu	dig	causative-agent	holu+ta+ki+ka
ACT-029.taboka	holutaboka	what is brought about by 'dig'	noun	holu	dig	causative-result	holu+ta+bo+ka
ACT-029.kideka	holukideka	place of the one who 'dig's	noun	holu	dig	agent-place	holu+ki+de+ka
ACT-031.to	nagaleto	to 'flow'	verb	nagale	flow	verb	nagale+to
ACT-031.ka	nagaleka	act of 'flow'; a 'flow'	noun	nagale	flow	noun	nagale+ka
ACT-031.pe	nagalepe	'flow'-ing	modifier	nagale	flow	modifier	nagale+pe
ACT-031.kika	nagalekika	one who 'flow's; 'flow'-er	noun	nagale	flow	agent	nagale+ki+ka
ACT-031.tuka	nagaletuka	tool/means for 'flow'	noun	nagale	flow	instrument	nagale+tu+ka
ACT-031.boka	nagaleboka	thing 'flow'-ed; result of 'flow'	noun	nagale	flow	patient/result	nagale+bo+ka
ACT-031.deka	nagaledeka	place for 'flow'	noun	nagale	flow	place	nagale+de+ka
ACT-031.tato	nagaletato	to make/cause to 'flow'	verb	nagale	flow	causative	nagale+ta+to
ACT-031.pito	nagalepito	to begin to 'flow'	verb	nagale	flow	inchoative	nagale+pi+to
ACT-031.takika	nagaletakika	one who makes/causes 'flow'; instigator of 'flow'	noun	nagale	flow	causative-agent	nagale+ta+ki+ka
ACT-031.taboka	nagaletaboka	what is brought about by 'flow'	noun	nagale	flow	causative-result	nagale+ta+bo+ka
ACT-031.kideka	nagalekideka	place of the one who 'flow's	noun	nagale	flow	agent-place	nagale+ki+de+ka
ACT-032.to	ogeleato	to 'swim'	verb	ogelea	swim	verb	ogelea+to
ACT-032.ka	ogeleaka	act of 'swim'; a 'swim'	noun	ogelea	swim	noun	ogelea+ka
ACT-032.pe	ogeleape	'swim'-ing	modifier	ogelea	swim	modifier	ogelea+pe
ACT-032.kika	ogeleakika	one who 'swim's; 'swim'-er	noun	ogelea	swim	agent	ogelea+ki+ka
ACT-032.tuka	ogeleatuka	tool/means for 'swim'	noun	ogelea	swim	instrument	ogelea+tu+ka
ACT-032.boka	ogeleaboka	thing 'swim'-ed; result of 'swim'	noun	ogelea	swim	patient/result	ogelea+bo+ka
ACT-032.deka	ogeleadeka	place for 'swim'	noun	ogelea	swim	place	ogelea+de+ka
ACT-032.tato	ogeleatato	to make/cause to 'swim'	verb	ogelea	swim	causative	ogelea+ta+to
ACT-032.pito	ogeleapito	to begin to 'swim'	verb	ogelea	swim	inchoative	ogelea+pi+to
ACT-032.takika	ogeleatakika	one who makes/causes 'swim'; instigator of 'swim'	noun	ogelea	swim	causative-agent	ogelea+ta+ki+ka
ACT-032.taboka	ogeleataboka	what is brought about by 'swim'	noun	ogelea	swim	causative-result	ogelea+ta+bo+ka
ACT-032.kideka	ogeleakideka	place of the one who 'swim's	noun	ogelea	swim	agent-place	ogelea+ki+de+ka
ACT-033.to	wolato	to 'fly'	verb	wola	fly	verb	wola+to
ACT-033.ka	wolaka	act of 'fly'; a 'fly'	noun	wola	fly	noun	wola+ka
ACT-033.pe	wolape	'fly'-ing	modifier	wola	fly	modifier	wola+pe
ACT-033.kika	wolakika	one who 'fly's; 'fly'-er	noun	wola	fly	agent	wola+ki+ka
ACT-033.tuka	wolatuka	tool/means for 'fly'	noun	wola	fly	instrument	wola+tu+ka
ACT-033.boka	wolaboka	thing 'fly'-ed; result of 'fly'	noun	wola	fly	patient/result	wola+bo+ka
ACT-033.deka	woladeka	place for 'fly'	noun	wola	fly	place	wola+de+ka
ACT-033.tato	wolatato	to make/cause to 'fly'	verb	wola	fly	causative	wola+ta+to
ACT-033.pito	wolapito	to begin to 'fly'	verb	wola	fly	inchoative	wola+pi+to
ACT-033.takika	wolatakika	one who makes/causes 'fly'; instigator of 'fly'	noun	wola	fly	causative-agent	wola+ta+ki+ka
ACT-033.taboka	wolataboka	what is brought about by 'fly'	noun	wola	fly	causative-result	wola+ta+bo+ka
ACT-033.kideka	wolakideka	place of the one who 'fly's	noun	wola	fly	agent-place	wola+ki+de+ka
ACT-035.to	asobuto	to 'play'	verb	asobu	play	verb	asobu+to
ACT-035.ka	asobuka	act of 'play'; a 'play'	noun	asobu	play	noun	asobu+ka
ACT-035.pe	asobupe	'play'-ing	modifier	asobu	play	modifier	asobu+pe
ACT-035.kika	asobukika	one who 'play's; 'play'-er	noun	asobu	play	agent	asobu+ki+ka
ACT-035.tuka	asobutuka	tool/means for 'play'	noun	asobu	play	instrument	asobu+tu+ka
ACT-035.boka	asobuboka	thing 'play'-ed; result of 'play'	noun	asobu	play	patient/result	asobu+bo+ka
ACT-035.deka	asobudeka	place for 'play'	noun	asobu	play	place	asobu+de+ka
ACT-035.tato	asobutato	to make/cause to 'play'	verb	asobu	play	causative	asobu+ta+to
ACT-035.pito	asobupito	to begin to 'play'	verb	asobu	play	inchoative	asobu+pi+to
ACT-035.takika	asobutakika	one who makes/causes 'play'; instigator of 'play'	noun	asobu	play	causative-agent	asobu+ta+ki+ka
ACT-035.taboka	asobutaboka	what is brought about by 'play'	noun	asobu	play	causative-result	asobu+ta+bo+ka
ACT-035.kideka	asobukideka	place of the one who 'play's	noun	asobu	play	agent-place	asobu+ki+de+ka
ACT-036.to	pakaito	to 'use'	verb	pakai	use	verb	pakai+to
ACT-036.ka	pakaika	act of 'use'; a 'use'	noun	pakai	use	noun	pakai+ka
ACT-036.pe	pakaipe	'use'-ing	modifier	pakai	use	modifier	pakai+pe
ACT-036.kika	pakaikika	one who 'use's; 'use'-er	noun	pakai	use	agent	pakai+ki+ka
ACT-036.tuka	pakaituka	tool/means for 'use'	noun	pakai	use	instrument	pakai+tu+ka
ACT-036.boka	pakaiboka	thing 'use'-ed; result of 'use'	noun	pakai	use	patient/result	pakai+bo+ka
ACT-036.deka	pakaideka	place for 'use'	noun	pakai	use	place	pakai+de+ka
ACT-036.tato	pakaitato	to make/cause to 'use'	verb	pakai	use	causative	pakai+ta+to
ACT-036.pito	pakaipito	to begin to 'use'	verb	pakai	use	inchoative	pakai+pi+to
ACT-036.takika	pakaitakika	one who makes/causes 'use'; instigator of 'use'	noun	pakai	use	causative-agent	pakai+ta+ki+ka
ACT-036.taboka	pakaitaboka	what is brought about by 'use'	noun	pakai	use	causative-result	pakai+ta+bo+ka
ACT-036.kideka	pakaikideka	place of the one who 'use's	noun	pakai	use	agent-place	pakai+ki+de+ka
ACT-037.to	tolonato	to 'help'	verb	tolona	help	verb	tolona+to
ACT-037.ka	tolonaka	act of 'help'; a 'help'	noun	tolona	help	noun	tolona+ka
ACT-037.pe	tolonape	'help'-ing	modifier	tolona	help	modifier	tolona+pe
ACT-037.kika	tolonakika	one who 'help's; 'help'-er	noun	tolona	help	agent	tolona+ki+ka
ACT-037.tuka	tolonatuka	tool/means for 'help'	noun	tolona	help	instrument	tolona+tu+ka
ACT-037.boka	tolonaboka	thing 'help'-ed; result of 'help'	noun	tolona	help	patient/result	tolona+bo+ka
ACT-037.deka	tolonadeka	place for 'help'	noun	tolona	help	place	tolona+de+ka
ACT-037.tato	tolonatato	to make/cause to 'help'	verb	tolona	help	causative	tolona+ta+to
ACT-037.pito	tolonapito	to begin to 'help'	verb	tolona	help	inchoative	tolona+pi+to
ACT-037.takika	tolonatakika	one who makes/causes 'help'; instigator of 'help'	noun	tolona	help	causative-agent	tolona+ta+ki+ka
ACT-037.taboka	tolonataboka	what is brought about by 'help'	noun	tolona	help	causative-result	tolona+ta+bo+ka
ACT-037.kideka	tolonakideka	place of the one who 'help's	noun	tolona	help	agent-place	tolona+ki+de+ka
ACT-038.to	mulaito	to 'begin / start'	verb	mulai	begin / start	verb	mulai+to
ACT-038.ka	mulaika	act of 'begin / start'; a 'begin / start'	noun	mulai	begin / start	noun	mulai+ka
ACT-038.pe	mulaipe	'begin / start'-ing	modifier	mulai	begin / start	modifier	mulai+pe
ACT-038.kika	mulaikika	one who 'begin / start's; 'begin / start'-er	noun	mulai	begin / start	agent	mulai+ki+ka
ACT-038.tuka	mulaituka	tool/means for 'begin / start'	noun	mulai	begin / start	instrument	mulai+tu+ka
ACT-038.boka	mulaiboka	thing 'begin / start'-ed; result of 'begin / start'	noun	mulai	begin / start	patient/result	mulai+bo+ka
ACT-038.deka	mulaideka	place for 'begin / start'	noun	mulai	begin / start	place	mulai+de+ka
ACT-038.tato	mulaitato	to make/cause to 'begin / start'	verb	mulai	begin / start	causative	mulai+ta+to
ACT-038.pito	mulaipito	to begin to 'begin / start'	verb	mulai	begin / start	inchoative	mulai+pi+to
ACT-038.takika	mulaitakika	one who makes/causes 'begin / start'; instigator of 'begin / start'	noun	mulai	begin / start	causative-agent	mulai+ta+ki+ka
ACT-038.taboka	mulaitaboka	what is brought about by 'begin / start'	noun	mulai	begin / start	causative-result	mulai+ta+bo+ka
ACT-038.kideka	mulaikideka	place of the one who 'begin / start's	noun	mulai	begin / start	agent-place	mulai+ki+de+ka
ACT-039.to	hentito	to 'stop'	verb	henti	stop	verb	henti+to
ACT-039.ka	hentika	act of 'stop'; a 'stop'	noun	henti	stop	noun	henti+ka
ACT-039.pe	hentipe	'stop'-ing	modifier	henti	stop	modifier	henti+pe
ACT-039.kika	hentikika	one who 'stop's; 'stop'-er	noun	henti	stop	agent	henti+ki+ka
ACT-039.tuka	hentituka	tool/means for 'stop'	noun	henti	stop	instrument	henti+tu+ka
ACT-039.boka	hentiboka	thing 'stop'-ed; result of 'stop'	noun	henti	stop	patient/result	henti+bo+ka
ACT-039.deka	hentideka	place for 'stop'	noun	henti	stop	place	henti+de+ka
ACT-039.tato	hentitato	to make/cause to 'stop'	verb	henti	stop	causative	henti+ta+to
ACT-039.pito	hentipito	to begin to 'stop'	verb	henti	stop	inchoative	henti+pi+to
ACT-039.takika	hentitakika	one who makes/causes 'stop'; instigator of 'stop'	noun	henti	stop	causative-agent	henti+ta+ki+ka
ACT-039.taboka	hentitaboka	what is brought about by 'stop'	noun	henti	stop	causative-result	henti+ta+bo+ka
ACT-039.kideka	hentikideka	place of the one who 'stop's	noun	henti	stop	agent-place	henti+ki+de+ka
ACT-040.to	selesaito	to 'finish / end'	verb	selesai	finish / end	verb	selesai+to
ACT-040.ka	selesaika	act of 'finish / end'; a 'finish / end'	noun	selesai	finish / end	noun	selesai+ka
ACT-040.pe	selesaipe	'finish / end'-ing	modifier	selesai	finish / end	modifier	selesai+pe
ACT-040.kika	selesaikika	one who 'finish / end's; 'finish / end'-er	noun	selesai	finish / end	agent	selesai+ki+ka
ACT-040.tuka	selesaituka	tool/means for 'finish / end'	noun	selesai	finish / end	instrument	selesai+tu+ka
ACT-040.boka	selesaiboka	thing 'finish / end'-ed; result of 'finish / end'	noun	selesai	finish / end	patient/result	selesai+bo+ka
ACT-040.deka	selesaideka	place for 'finish / end'	noun	selesai	finish / end	place	selesai+de+ka
ACT-040.tato	selesaitato	to make/cause to 'finish / end'	verb	selesai	finish / end	causative	selesai+ta+to
ACT-040.pito	selesaipito	to begin to 'finish / end'	verb	selesai	finish / end	inchoative	selesai+pi+to
ACT-040.takika	selesaitakika	one who makes/causes 'finish / end'; instigator of 'finish / end'	noun	selesai	finish / end	causative-agent	selesai+ta+ki+ka
ACT-040.taboka	selesaitaboka	what is brought about by 'finish / end'	noun	selesai	finish / end	causative-result	selesai+ta+bo+ka
ACT-040.kideka	selesaikideka	place of the one who 'finish / end's	noun	selesai	finish / end	agent-place	selesai+ki+de+ka
ACT-042.to	sodatuto	to 'grow'	verb	sodatu	grow	verb	sodatu+to
ACT-042.ka	sodatuka	act of 'grow'; a 'grow'	noun	sodatu	grow	noun	sodatu+ka
ACT-042.pe	sodatupe	'grow'-ing	modifier	sodatu	grow	modifier	sodatu+pe
ACT-042.kika	sodatukika	one who 'grow's; 'grow'-er	noun	sodatu	grow	agent	sodatu+ki+ka
ACT-042.tuka	sodatutuka	tool/means for 'grow'	noun	sodatu	grow	instrument	sodatu+tu+ka
ACT-042.boka	sodatuboka	thing 'grow'-ed; result of 'grow'	noun	sodatu	grow	patient/result	sodatu+bo+ka
ACT-042.deka	sodatudeka	place for 'grow'	noun	sodatu	grow	place	sodatu+de+ka
ACT-042.tato	sodatutato	to make/cause to 'grow'	verb	sodatu	grow	causative	sodatu+ta+to
ACT-042.pito	sodatupito	to begin to 'grow'	verb	sodatu	grow	inchoative	sodatu+pi+to
ACT-042.takika	sodatutakika	one who makes/causes 'grow'; instigator of 'grow'	noun	sodatu	grow	causative-agent	sodatu+ta+ki+ka
ACT-042.taboka	sodatutaboka	what is brought about by 'grow'	noun	sodatu	grow	causative-result	sodatu+ta+bo+ka
ACT-042.kideka	sodatukideka	place of the one who 'grow's	noun	sodatu	grow	agent-place	sodatu+ki+de+ka
MOT-001.to	masuto	to 'enter'	verb	masu	enter	verb	masu+to
MOT-001.ka	masuka	act of 'enter'; a 'enter'	noun	masu	enter	noun	masu+ka
MOT-001.pe	masupe	'enter'-ing	modifier	masu	enter	modifier	masu+pe
MOT-001.kika	masukika	one who 'enter's; 'enter'-er	noun	masu	enter	agent	masu+ki+ka
MOT-001.tuka	masutuka	tool/means for 'enter'	noun	masu	enter	instrument	masu+tu+ka
